SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,R&D,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.
1338975,Roblox Corp,RBLX,US7710491033,1402999000,-398127000,-381705000,390963000,,-0.12418,80.81,16269234870,7566782.69048,-359303000,248312625,1043696000,-1441823000,-307940000,-333167000,-338761000,,2394277000,0,542039000,868280000,719935000,-145835000,585335000,585335000,0.7439,-0.28377,-0.27206,-0.7042,-1.02425
617783,"ROKU, INC",ROKU,US77543R1023,2320851000,222011000,230016000,-70127000,180.5203,0.06322,324.1,42910380750,4407458.07143,-1135532000,128116500,1185319000,-963308000,-565332000,-397976000,261381000,7377000,2799232000,92305000,2561028000,-293685000,212856000,-168949000,21214000,1153462000,0.51073,0.09566,0.09911,0.08981,-0.30488
744726,ROLLINS INC,ROL,US7757111049,2293748000,428025000,333695000,742222000,54.73837,0.17365,37.14,18275824831,1215817.95238,-1101232000,491812625,1192516000,-764491000,-672782000,,520849000,18750000,376325000,88000000,1050684000,51566000,420218000,-67404000,,-381189000,0.5199,0.18661,0.14548,0.3176,2.22425
200092,ROSS STORES INC,ROST,US7782961038,17325234000,1886182000,1339914000,3663714000,30.18354,0.09822,114.62,40732046450,1659313.5,-12477730000,352735750,4847504000,-2961322000,-2961322000,,2244895000,64964000,7672849000,2515209000,3903986000,1368022000,3418907000,-409823000,-212682000,-1233921000,0.27979,0.10887,0.07734,0.34322,2.73429
403292,ROYAL CARIBBEAN CRUISES LTD,RCL,LR0008862868,93378000,-3503491000,-5192668000,,-3.73096,-0.15412,83.79,21330475350,4010101.30952,-1282186000,231216500,-1188808000,-2314683000,-1045911000,,-2234719000,970627000,5009230000,21049416000,7884015000,117298000,-2952384000,-1770764000,3052849000,4824574000,-12.73114,-37.51945,-55.60912,-0.65863,
13901219,Royalty Pharma plc,RPRX,GB00BMVP7Y09,,,,,,,38.5,23376131741,2847039.42857,,,,,,,,,2707454000,,10522743000,-316513000,2119449000,-2278646000,-9485000,-1104469000,,,,,
261978,RTX Corporation,RTX,US75513E1010,62297000000,2871000000,2184000000,5278000000,58.16777,0.01375,83.39,126343344259,4597111.7619,-52462000000,1523425000,9835000000,-6964000000,-5340000000,-2598000000,7443000000,1566000000,40879000000,31482000000,72751000000,-787000000,5041000000,1526000000,-1000000000,-5647000000,0.15787,0.04609,0.03506,0.03002,2.41667
858324,RWE,RWE.DE,DE0007037129,18639546039,1049383023,1750428516,,13.47827,0.01686,37.49,25165162500,2079972.33333,-14790439574,629307881,3849106463,-8422453441,-2914817270,,5551717616,5985471672,24348865050,7679609399,29050789588,1827147027,9494506165,-7644931913,,2369465915,0.2065,0.0563,0.09391,0.06025,
378217,"S&P Global, Inc.",SPGI,US78409V1044,7835000000,3826000000,2462000000,5107000000,43.63112,0.18376,446.42,107542578000,1171743.59524,-2138000000,240625000,5697000000,-1871000000,-1672000000,,4027000000,,6932000000,4112000000,4436000000,335000000,3641000000,-85000000,0,-1082000000,0.72712,0.48832,0.31423,0.555,2.07433
85017,SALESFORCE COM INC,CRM,US79466L3024,23539000000,1103000000,2352000000,3563000000,101.02184,0.02653,260.53,239948130000,5676399.35714,-6041000000,912000000,17498000000,-16395000000,-12583000000,-3812000000,4046000000,,16256000000,10589000000,55520000000,-579000000,6127000000,-13042000000,1197000000,9149000000,0.74336,0.04686,0.09992,0.04236,1.51488
18252581,Sanofi,SNY,US80105N1054,,,,,,,48.38,60508408954,2313978.02381,,,,,,,,,,,,-1418000,8523000,-2150000,-1221000,-3813000,,,,,
9076219,Santander Consumer USA Holdings Inc.,SC,US80283M1018,8068188000,4198766000,2811433000,-12910014000,4.52255,0.05827,41.41,12673820536,1188960.7619,,307047868,,-1179670000,,,6011554000,,31023195000,38202642000,7229630000,-2156954000,7282120000,-3556341000,-233120000,-2976392000,,0.52041,0.34846,0.38888,-4.59197
858325,SAP,SAP.DE,DE0007164600,32237161089,7326338495,6902133369,9937215979,24.89093,0.09085,143.14,168905200000,1522954.16667,-9094391313,1200227273,23142769776,-15816431279,-10314255607,-5628699674,9444085179,5131780379,19868490861,18824555245,41086753145,-951231600,8590393024,-2467572492,-1213997729,-4025115868,0.71789,0.22726,0.2141,0.16799,1.43973
353500,SCHLUMBERGER LIMITED/NV,SLB,AN8068571086,21647000000,2207000000,1022000000,3191000000,38.57999,0.02498,28.31,39586792028,9581455.54762,-18724000000,1395000000,2923000000,-842000000,-308000000,-534000000,4435000000,36000000,12077000000,15723000000,13059000000,-646000000,3006000000,-268000000,123000000,-2765000000,0.13503,0.10195,0.04721,0.07826,3.12231
1011099,SCIENTIFIC GAMES CORP,SGMS,US80874P1093,3069000000,436000000,-113000000,839000000,-64.50027,-0.01456,76.52,7351913123,1060290.97619,-1178000000,95750000,1891000000,-1455000000,-743000000,-190000000,990000000,44000000,2017000000,9019000000,-2370000000,32000000,571000000,-187000000,,-263000000,0.61616,0.14207,-0.03682,0.04768,-7.42478
1253411,Sea Ltd,SE,US81141R1005,826968000,-988768000,-961241000,-703579000,-168.71875,-0.184,339.81,173959432821,3792861.45238,-812210000,477264888,14758000,-1003526000,-945796000,-67529000,-910040000,30739000,4410139000,1387429000,1172652000,379945000,-495220000,-224528000,,546628000,0.01785,-1.19565,-1.16237,-0.81972,0.73195
378212,Seagate Technology,STX,IE00BKVD2N49,10681000000,1500000000,1314000000,1293000000,15.69328,0.15147,83.74,19165855585,2111802.7619,-7764000000,246250000,2917000000,-1417000000,-502000000,-903000000,1897000000,245000000,3779000000,5139000000,631000000,-144000000,1626000000,-466000000,-1939000000,-1673000000,0.2731,0.14044,0.12302,2.08241,0.98402
378214,Sempra Energy,SRE,US8168511090,11815000000,2701000000,2063000000,-82000000,19.07709,0.03007,66.69,40382222833,2166284.47619,-2675000000,590134000,9140000000,-6439000000,-2025000000,,4448000000,2773000000,3760000000,24863000000,14653000000,-62000000,3819000000,-4889000000,-537000000,-3497000000,0.77359,0.22861,0.17461,0.14079,-0.03975
617429,"ServiceNow, Inc.",NOW,US81762P1021,5171302000,235262000,170506000,407037000,748.51497,0.01856,651.03,128513322000,1008537.14286,-1158808000,196037500,4012494000,-3777232000,-2577643000,-1199589000,634015000,99000000,4225000000,1582000000,3275000000,186081000,1953977000,-1929763000,149710000,486886000,0.77592,0.04549,0.03297,0.05206,2.38723
18615204,Shell plc,SHEL,n/a,183195000000,94215000000,-21680000000,,,,39.71,162860220505,3145986.80952,-24001000000,,159194000000,-64979000000,-9881000000,-2654000000,,,,0,,,,,,,0.86899,0.51429,-0.11834,,
1248148,"Shift4 Payments, Inc.",FOUR,US82452J1097,1016000000,-46700000,31200000,-57600000,129.90172,0.01802,81.48,6754368932,1126022,-785100000,49741454,230900000,-277600000,-198200000,,52700000,,893300000,1117600000,446200000,-61300000,21700000,-200900000,93400000,634900000,0.22726,-0.04596,0.03071,0.06992,-1.84615
1202864,SHOPIFY INC.,SHOP,CA82509L1076,2929491000,142002000,319509000,128021000,525.77916,0.04116,148.63,173048385543,9723934.04762,-1387971000,1130264240,1541520000,-1399518000,-847391000,-552127000,212062000,,6877756000,758008000,6400723000,37099000,424958000,-1931848000,2649400000,3557350000,0.52621,0.04847,0.10907,0.04992,0.40068
849707,Siemens,SIE.DE,DE0007236101,71605081088,7467602072,7999529930,13122343335,17.64601,0.04855,175.32,141090857185,1232711.40476,-45807587395,805155179,25797493692,-18857525706,-12704754939,-5500583099,11218917142,15295402667,62626504252,64705946935,56202748192,1768028964,11989543983,-18247140198,5488063100,7212044100,0.36027,0.10429,0.11172,0.14233,1.64039
111127,SIMON PROPERTY GROUP INC /DE/,SPG,US8288061091,4686200000,2075407000,1480526000,3726123000,27.86193,0.04251,131.27,45006843247,1890873.28571,-891426000,319918468,3794774000,-1719367000,-123660000,,3417505000,,2243530000,26231704000,4214853000,500412000,3390135000,-3962408000,1556148000,-1443028000,0.80978,0.44288,0.31593,0.35126,2.51676
97841,SIRIUS XM HOLDINGS INC.,SIRI,US82968B1035,8431000000,2151000000,247000000,1913000000,103.50769,0.02205,60.8,24871857639,1713636.59524,-2520000000,420500000,5911000000,-3760000000,-1723000000,-260000000,2664000000,998000000,2129000000,9833000000,-2515000000,-596000000,1939000000,-666000000,-2006000000,-1922000000,0.7011,0.25513,0.0293,-0.09821,7.74494
176359,SKECHERS USA INC,SKX,US8305661055,5711788000,508722000,353501000,232259000,19.78542,0.06132,45.22,7014600651,1207580.21429,-2909125000,154669750,2802663000,-2293941000,-2312248000,,646417000,43122000,3246035000,312035000,3014104000,-183585000,472326000,-332737000,6256000,-505437000,0.49068,0.08907,0.06189,0.11728,0.65703
353611,"SKYWORKS SOLUTIONS, INC.",SWKS,US83088M1027,4755000000,1553300002,1419000002,1191300002,20.45318,0.18955,175.26,28934117158,1410356.7619,-2397400000,165600000,2357600000,-804299998,-284199999,-509299999,1910700002,,4521899999,1487100000,5002800000,-311900000,1640700000,-291400000,-413400000,704400000,0.49581,0.32667,0.29842,0.28364,0.83953
103225,SLM CORP,SLM,US78442P1066,1832781000,1392378000,1378951000,,4.87653,0.04767,18.1,5535110736,2521522.95238,-431779000,355644750,1401002000,-484726000,,,1407312000,199379000,28588138000,5188439000,2303378000,-1179029000,-300457000,2657499000,-1027298000,-2799930000,0.76441,0.75971,0.75238,0.59866,
1251882,SMARTSHEET INC,SMAR,US83200N1037,457622000,-146849000,-141876000,-7854028,-65.17403,-0.15409,74.25,9353049008,1074570.61905,-102118000,123667250,355504000,-502353000,-362158000,-140195000,-127392000,17272050,559408000,82650231,511148000,-10694000,8756000,-139464000,33893000,26964000,0.77685,-0.3209,-0.31003,-0.27756,0.05536
449958,Snap Inc,SNAP,US83304A1060,3341682000,-761218000,-751498000,-1002939000,-146.68774,-0.11018,74.76,113896172731,17276516.97619,-1536263000,1499795750,1805419000,-2566637000,-1245301000,-1321336000,-664835000,,4336959000,2550829000,2908001000,-300053000,-71573000,-196893000,18312000,1068714000,0.54027,-0.22779,-0.22489,-0.25842,1.33459
1016067,Snowflake Inc.,SNOW,US8334451098,851201000,-775587000,-760763000,-721686000,-124.08193,-0.12611,322.8,97130520000,4717935.66667,-353052000,260497738,498149000,-1273736000,-877718000,-396018000,-759455000,,4508102000,0,4964965000,87319000,15603000,-3823273000,4367189000,4368961000,0.58523,-0.91117,-0.89375,-0.15323,0.94863
3307892,"SoFi Technologies, Inc.",SOFI,US83406F1021,-99239000,-44979122,-127753052,,-21.06922,-0.01669,15.09,5508398748,19919214.5,65355000,178373536,-33884000,-11095122,-36712000,,-13683122,,6063517000,2432463000,4527764000,-617669613,-314798224,-661900000,782538000,216372938,0.34144,0.45324,1.28733,-0.02822,
189248,SOUTHERN CO,SO,US8425871071,21025000000,5356000000,3524000000,,,0.02965,64.14,67913087710,4187323.7619,-5679000000,1050750000,15346000000,-9990000000,,,,4116000000,8617000000,47754000000,32525000000,573000000,5903000000,-4183000000,723000000,-852000000,0.72989,0.25474,0.16761,0.10942,
205563,SOUTHWEST AIRLINES CO,LUV,US8447411088,9866000000,-1786000000,-1601000000,316000000,-18.1176,-0.0419,49.08,29024762350,6610575.66667,-8337000000,591000000,1529000000,-3315000000,,,-529000000,2166000000,19188000000,11354000000,9688000000,1838000000,1004000000,-1013000000,51000000,1782000000,0.15498,-0.18103,-0.16227,-0.16526,-0.19738
51255,SPLUNK INC,SPLK,US8486371045,2411444000,-1031892000,-1196031000,-920790000,-20.71121,-0.19781,151.78,24519421828,1789714.30952,-641989000,162430000,1769455000,-2801347000,-1892835000,-908512000,-930286000,,3652671000,3054463000,1134665000,14381000,-52090000,129616000,-106251000,683169000,0.73377,-0.42791,-0.49598,-1.05408,0.76987
3307751,Spotify Technology S.A.,SPOT,LU1778762911,8985421294,-334102593,-662503778,-148236645,-70.24778,-0.08782,248.1,47102386394,1660174.61905,-6687753285,187583307,2297668008,-2631770602,-1677354660,-954415942,-207531304,,2086926870,0,3345045641,294192727,295333009,-401379225,363749922,302174700,0.25571,-0.03718,-0.07373,-0.19806,0.22375
353395,SPRINT Corp,S_delisted,n/a,33315000000,3390000000,-2097000000,-2614000000,-135.32976,-0.02479,69.25,284716731441,1856846.07143,-13192000000,4098000000,20123000000,-16733000000,-7665000000,,19945000000,4557000000,12891000000,39923000000,26127000000,-1401000000,18292000000,-16532000000,598000000,-346000000,0.60402,0.10176,-0.06294,-0.08026,1.24654
721918,SS&C Technologies Holdings Inc,SSNC,US78467J1007,4848599999,1107699998,721199998,1798399999,25.05219,0.04136,70.35,17993601495,1136191,-2620000000,256500000,2228599999,-1120900001,-714500001,-406400000,1804199998,55200000,4127800000,6270100000,5823700000,-205499999,1191300000,-60300000,-329000000,968800000,0.45964,0.22846,0.14874,0.12384,2.49362
244442,"STANLEY BLACK & DECKER, INC.",SWK,US8545021011,16755800000,2462600000,1776200000,2861100000,16.46256,0.07412,186.24,30076785406,1004122,-10715800000,157006000,6040000000,-3577400000,-3347600000,,2938500000,2600000,6555700000,4248800000,11086000000,-42200000,2385700000,-413300000,161899999,-2416100001,0.36047,0.14697,0.10601,0.16022,1.6108
86689,STARBUCKS CORP,SBUX,US8552441094,27117000000,3880600000,2827600000,4579400000,47.12014,0.09593,113.41,133631003000,5648836.61905,-8224200000,1174825000,18892800000,-15012200000,-13211200000,,5406000000,998900000,7931700000,14618100000,-6794300000,-219100000,5959100000,-1366000000,391500000,-3947600000,0.69671,0.14311,0.10427,-0.41617,1.61954
6480973,"Starwood Property Trust, Inc.",STWD,US85571B1052,709745000,229618000,494783000,-1694358000,,0.00442,24.79,7057960900,1502055.33333,,221949250,,-480127000,-158824000,,244146000,,14759191000,5130959000,4851700000,-201777000,563797000,-2068747000,-3781000,1342457000,,0.32352,0.69713,0.12752,-3.42445
378219,State Street Corp.,STT,US8574771031,11683000000,2933000000,2230000000,-14002000000,13.39297,0.00683,84.82,29497704831,2162593.92857,,350539250,,,,,3172000000,1293000000,,14325000000,25167000000,-17039000000,-13168000000,-30327000000,-1432000000,44429000000,,0.25105,0.19088,0.08861,-6.27892
978926,STEEL DYNAMICS INC,STLD,US8581191009,12941982000,1983949000,1420784000,569122000,9.18919,0.13294,61.95,13085014324,2050057.2619,-10206956000,210748250,2735026000,-751077000,-559413000,,2324724000,93505000,5265109000,3109991000,5030352000,-897378000,1139162000,-1244778000,-393198000,-277482000,0.21133,0.1533,0.10978,0.28244,0.40057
1239536,Stellantis N.V.,STLA,NL00150001Q9,98835073107,2547389742,33068174,3245245219,940.31668,0.00033,19.78,31135223280,2410628.54762,-86618092936,1572020000,12216980170,-9669590428,-6272690677,-3396899750,7690389742,4714000000,33249000000,21750000000,25861000000,2559000000,9183000000,-7915000000,,9087000000,0.12361,0.02577,0.00033,0.00128,98.13802
18407934,STMicroelectronics N.V.,STM,US8610121027,10219000000,1334000000,1106000000,734949076,28.17318,0.07652,45.86,41789439801,1864305.35714,-6430000000,894578477,3789000000,-2431706291,-1109000000,-1548000000,2257000000,849960848,7610000000,2819174621,8506000000,21000000,2093000000,-2043000000,-125000000,348000000,0.37078,0.13054,0.10823,0.13003,0.66451
3307755,StoneCo Ltd.,STNE,KYG851581069,3785534045,1681280650,973881694,802439828,12.39876,0.03067,41.74,12222787186,3502785.14286,-877955480,289289033,2907578565,-1226297914,-1024404163,,1937574650,1184737000,29708094000,1709100000,14992025000,-934470000,56484000,-5808971000,-76361000,7216166000,0.76808,0.44413,0.25726,0.06496,0.82396
534667,STORE CAPITAL Corp,STOR,US8621211007,722398000,254368000,226745000,-627817000,38.86642,0.02413,34.12,9229241598,1079697.85714,-146370000,263807775,576028000,-321660000,-69767000,,506261000,,168567000,4017386000,5115836000,29513000,513040000,-933848000,539106000,-34244000,0.79738,0.35212,0.31388,0.04432,-2.76882
105030,STRYKER CORP,SYK,US8636671013,16246000000,2904000000,2083000000,4038000000,49.26796,0.06181,273.03,102959613000,1190487.7381,-5787000000,376250000,10459000000,-7555000000,-5886000000,-1095000000,4070000000,6000000,9032000000,12740000000,13820000000,-6000000,3396000000,-4719000000,0,-3028000000,0.64379,0.17875,0.12822,0.15072,1.93855
1203755,SUNCOR ENERGY INC,SU,CA8672241079,25052000000,-5117000000,-4319000000,-2424000000,-6.84032,-0.05104,19.36,29524000000,7460703.52381,-10530000000,1526000000,14522000000,-19639000000,-9927000000,-186000000,4409000000,5251000000,9386000000,19063000000,35757000000,-1201000000,2675000000,-4524000000,-278000000,1786000000,0.57967,-0.20426,-0.1724,-0.12079,0.56124
148978,Sunrun Inc.,RUN,US86771W1053,1266126000,-638916000,-196906000,-641571000,-36.59324,-0.01276,44.91,9158483546,5029365.09524,-1049769000,181471750,216357000,-855273000,-828502000,-21553000,-311844000,138917000,1396652000,5413181000,7492106000,-236977000,-521483000,-890423000,-11369000,1915277000,0.17088,-0.50462,-0.15552,-0.02628,3.25826
493399,Synchrony Financial,SYF,US87165B1035,11142000000,4312000000,3276000000,,8.62782,0.0356,48.44,28172648149,4878768.40476,,583500000,,,,,4694000000,,,13457000000,14197000000,1139000000,6849000000,-3646000000,-1093000000,-8075000000,,0.387,0.29402,0.23075,
515267,"T-Mobile US, Inc.",TMUS,US8725901040,79322000000,8522000000,3914000000,-4255000000,40.62699,0.01917,128,159597795968,4562378.69048,-34803000000,1242297157,44519000000,-35997000000,-19262000000,,25257000000,9270000000,20570000000,77657000000,67470000000,-7617000000,13686000000,-18101000000,4000000,1132000000,0.56124,0.10744,0.04934,0.05801,-1.08712
372538,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,US8740541094,3354808000,717301000,652637000,532634000,26.67424,0.10336,151.66,21057384360,1324737.90476,-1388111000,114787000,1966697000,-1249396000,-857017000,-336736000,773776000,,4013612000,111652000,3631307000,-200953000,615137000,-573116000,16941000,-64366000,0.58623,0.21381,0.19454,0.17973,0.81613
331230,Tapestry Inc,TPR,US8760301072,5746300001,968000001,834200001,1388000001,13.47191,0.09952,40.4,11294837272,3249731.95238,-1664400000,277900000,4081900001,-3113900000,-3113900000,,1186700001,,3375300000,1590700000,3259300000,230300000,1323699999,-91000000,61200000,-666000000,0.71035,0.16846,0.14517,0.25594,1.66387
625570,Targa Resources Corp.,TRGP,US87612G1013,11736500000,1150600000,195100000,2073600000,53.34504,0.01266,45.04,10298621200,1247344.7381,-8606800000,229925000,3129700000,-1979100000,-257700000,,2000100000,371700000,1317899999,6975500000,6146200000,452200000,2309200000,-451900000,-8600000,-1844500001,0.26666,0.09804,0.01662,0.03174,10.6284
72458,TARGET CORP,TGT,US87612E1064,100328000000,8612000000,6308000000,9919000000,19.48275,0.12276,246.67,120384593204,3040376.92857,-69990000000,498225000,30338000000,-21726000000,-19453000000,,11152000000,1190000000,20231000000,12779000000,14860000000,-406000000,8831000000,-2161000000,-2868000000,-6586000000,0.30239,0.08584,0.06287,0.4245,1.57245
3240694,TC ENERGY CORP,TRP,CA87807B1076,12999000000,5804000000,4457000000,3590000000,10.36805,0.04444,49.16,46210400000,1148873.02381,,940000000,,-7195000000,,,8394000000,6148000000,5201000000,49559000000,34106000000,-270000000,7058000000,-6052000000,91000000,-800000000,,0.4465,0.34287,0.13068,0.80547
104745,TE Connectivity Ltd.,TEL,CH0102993182,14366000000,2461000000,1697000000,3011000000,27.62217,0.08059,141.83,46835758706,1361644.71429,-9773000000,330500000,4593000000,-2132000000,-1480000000,-652000000,3232000000,505000000,7394000000,4134000000,10162000000,-141000000,2622000000,-614000000,-362000000,-1078000000,0.31971,0.17131,0.11813,0.16699,1.77431
963383,"Teladoc Health, Inc.",TDOC,US87918A1051,1628947000,-477312000,-763319000,-488989000,-24.22108,-0.04334,143.16,22121910235,2188819.90476,-533899000,129145100,1095048000,-1572360000,-1135624000,-281422000,-328775000,0,1104837000,1210600000,16001070000,-155914000,-48550000,-587583000,85215000,104396000,0.67224,-0.29302,-0.4686,-0.0477,0.64061
1307828,TELUS CORP,T.TO,n/a,12606364767,1925516220,963723858,,125.43401,0.02574,22.49,121895800000,2075301.61905,-5110746154,5221000000,7495618613,-5570102389,-3111041487,,4378993458,1637640232,4966613821,16296676176,12731778263,-211321256,3227694891,-4185688199,1026443305,1930299024,0.59459,0.15274,0.07645,0.07569,
686753,"TEMPUR SEALY INTERNATIONAL, INC.",TPX,US88023U1016,4402200000,759799999,537399998,918899999,18.1878,0.16396,47.58,9370944805,1922009.02381,-2409700000,203125000,1992500000,-1232700001,-1232700001,,863799999,36400000,925700000,1804700000,410100000,14700000,797300001,-117300000,-492800000,-784500000,0.45261,0.1726,0.12208,1.31041,1.7099
965744,Tencent Holdings Limited,TCEHY,US88032Q1094,84440798314,20223146094,29014485839,,,0.11977,58.9,2804523500000,8142129.78571,-46486534212,47586250000,37954264099,-17731118003,-19093786895,,,4727613156,58373991335,51276158082,143937283216,,26519307832,-28506794654,,5545276976,0.44948,0.23949,0.34361,0.20158,
1094921,"TERADYNE, INC",TER,US8807701029,3445787000,1108989000,952881000,966959000,21.17472,0.23817,121.35,20176418053,1189002.07143,-1428462000,166271000,2017325000,-908336000,-510105000,-406126000,1236384000,213761000,2699472000,357379000,2514642000,-236300000,847359000,-304290000,-148233000,-313837000,0.58545,0.32184,0.27654,0.37893,1.01477
56317,Tesla,TSLA,US88160R1014,41862000000,3212000000,2181000000,3722000000,331.59781,0.03955,253.16,731630208647,54909008.35714,-32634000000,2856750000,9228000000,-6016000000,-3886000000,-2130000000,5716000000,1530000000,24693000000,9401000000,26250000000,2613000000,9184000000,-6183000000,10413000000,4577000000,0.22044,0.07673,0.0521,0.08309,1.70656
1055095,TETRA TECH INC,TTEK,US88162G1031,3074865000,265751000,194510000,386017000,40.15219,0.07747,28.94,7837003079,1045974.16667,-2594974000,269868750,479891000,-214140000,-214140000,,288107000,16252000,1106421000,250272000,1192495000,66087000,294467000,-65375000,-47226000,-147969000,0.15607,0.08643,0.06326,0.16311,1.98456
616649,TEVA PHARMACEUTICAL INDUSTRIES LTD,TEVA,US8816242098,16323000000,2972000000,-3915000000,2879000000,-2.51961,-0.07958,8.99,9910118157,7872021.38095,-8672000000,1097250000,7651000000,-4679000000,-3626000000,-1053000000,4429000000,3530000000,12821000000,25132000000,11311000000,-2782000000,451000000,1287000000,,-1676000000,0.46873,0.18207,-0.23985,-0.34612,-0.73538
252464,TEXAS INSTRUMENTS INC,TXN,US8825081040,16762000000,7767000000,6725000000,8295000000,26.81111,0.32641,196.25,181241491389,3459855.54762,-5789000000,920750000,10973000000,-3206000000,-1655000000,-1551000000,8686000000,499000000,11177000000,6251000000,11153000000,-316000000,7539000000,-4167000000,211000000,-4017000000,0.65464,0.46337,0.40121,0.60298,1.23346
378225,Textron Inc.,TXT,US8832031012,12472000000,801000000,705000000,1039000000,22.1607,0.04584,68.46,15452029583,1135784.90476,-10516000000,227639500,1956000000,-1155000000,-1155000000,,1092000000,7000000,7355000000,3833000000,6101000000,188000000,1096000000,-113000000,-198000000,-1195000000,0.15683,0.06422,0.05653,0.11555,1.47376
261356,The Walt Disney Company,DIS,US2546871060,63591000000,2607000000,1126000000,2391000000,295.61319,0.00557,183.47,333388216385,7545904.38095,-43803000000,1814250000,19788000000,-17181000000,-12010000000,,7778000000,4728000000,33966000000,55838000000,100614000000,-2230000000,4601000000,-2615000000,472000000,-9210000000,0.31118,0.041,0.01771,0.01119,2.12345
372802,THERMO FISHER SCIENTIFIC INC.,TMO,US8835561023,38250000000,10891000000,8596000000,9839000000,27.42392,0.12698,596.8,234559042365,1093001.30952,-18630000000,395000000,19620000000,-8729000000,-7394000000,-1335000000,11652000000,4000000,19260000000,18777000000,36854000000,-1048000000,10252000000,-3615000000,-1857000000,-5766000000,0.51294,0.28473,0.22473,0.23324,1.1446
816689,"Tilray, Inc.",TLRY,US88688T1007,443616000,-89066000,-674033000,-107839000,-2.56024,-0.11187,12.17,5467017246,18056946.47619,-341876000,269549852,101740000,-190806000,-154302000,-1912000,-21234000,36622000,883609000,880449000,4465313000,-50935000,-44717000,46105000,144000,124308000,0.22934,-0.20077,-1.51941,-0.15095,0.15999
256569,TJX COMPANIES INC /DE/,TJX,US8725401090,43224223000,4027685000,2511790000,6707523000,33.7717,0.08727,70.41,84670784861,5871852.92857,-30728625000,1203439750,12495598000,-8467913000,-8467913000,,4889479000,,13389030000,3352892000,6406384000,1733081000,5311993000,-702540000,-82932000,-4147701000,0.28909,0.09318,0.05811,0.39208,2.67042
200636,TOLL BROTHERS INC,TOL,US8894781033,8294648000,840784000,658614000,1553356000,11.9716,0.05847,62.89,7654782130,1097715.35714,-6454417000,125372250,1840231000,-999447000,-999447000,,916895000,,10409614000,2403576000,5083903000,427375000,1314950000,-43013000,-286494000,-839607000,0.22186,0.10136,0.0794,0.12955,2.35852
434282,Topgolf Callaway Brands Corp.,MODG,n/a,2415450000,214622000,376061000,252332000,8.60288,0.05171,30.57,5645420686,2300352.52381,-1189741000,105829500,1225709000,-1011087000,-680566000,-56056000,299315000,,1254050000,1327648000,3739463000,57840000,349026000,21580000,5723000,-114446000,0.50745,0.08885,0.15569,0.10057,0.67099
1333932,TotalEnergies SE,TTE,US89151E1091,-98467000000,-148506000000,-7242000000,,,-0.02721,44.57,118249737794,1732795.40476,,,,-50039000000,,-731000000,,17099000000,87147000000,77302000000,106085000000,,,,,,,1.50818,0.07355,-0.06827,
378228,Tractor Supply Company,TSCO,US8923561067,11878732000,1222036000,877879000,1261364000,27.42491,0.11419,41.43,23744154450,3769954.16667,-7663980000,580146250,4214752000,-2992716000,-2754668000,,1460084000,,3567143000,985353000,1980113000,-22743000,1210284000,-421945000,-417426000,-582704000,0.35481,0.10288,0.0739,0.44335,1.43683
650768,"Trade Desk, Inc.",TTD,US88339J1051,1035796000,218946000,263488000,-5522000,128.72794,0.09434,72.58,34531577485,4341457.14286,-197780000,470874250,838016000,-619070000,-421814000,-197256000,255335000,,2347266000,0,1202346000,-157955000,341500000,-162625000,90184000,-128312000,0.80906,0.21138,0.25438,0.21914,-0.02096
378166,Trane Technologies plc,TT,IE00BK9ZQ967,13521900000,1959100000,1345199999,2978400000,32.7819,0.07323,183.8,43955311787,1068918.64286,-9215400000,239925000,4306500000,-2347400000,-2347400000,,2255000000,475400000,7125100000,4965200000,6472700000,553900000,2308000000,-429500000,-352300000,-1387900000,0.31848,0.14488,0.09948,0.20783,2.21409
262327,"TRAVELERS COMPANIES, INC.",TRV,US89417E1091,33672000000,4959000000,3804000000,,10.3916,0.03176,156.29,38994355000,1018795.7619,,252650000,,,,,5807000000,,,7290000000,29156000000,-3421000000,7266000000,-5863000000,-688000000,-1363000000,,0.14727,0.11297,0.13047,
627855,TRIMBLE INC.,TRMB,US8962391004,3453500000,515600000,518400000,731900000,43.82711,0.07446,90.59,22792444000,1115886.33333,-1526600000,251200000,1926900000,-1411300000,-823400000,-511400000,705000000,89100000,1494500000,1381400000,3838599999,49300000,797600000,38500000,-87600000,-562500000,0.55796,0.1493,0.15011,0.13505,1.41184
89539,"TripAdvisor, Inc.",TRIP,US8969452015,625000000,-255000000,-240000000,-170000000,-20.13188,-0.10054,35.79,5132930471,1955226.54762,-57000000,135750000,568000000,-823000000,-496000000,,-137000000,,1006000000,900000000,779000000,75000000,60000000,-48000000,8000000,61000000,0.9088,-0.408,-0.384,-0.30809,0.70833
245217,TRUIST FINANCIAL CORP,TFC,US89832Q1094,22355000000,7913000000,5189000000,8904000000,14.36236,0.00994,55.33,74410283477,4387489.09524,,1346942000,,,,,9389000000,5652000000,,43621000000,68336000000,-1413000000,6136000000,-38708000000,-1623000000,17932000000,,0.35397,0.23212,0.07593,1.71594
